year,cites_per_year,author
2012,53,VAN DE WAAL Dedmer
2013,59,VAN DE WAAL Dedmer
2014,90,VAN DE WAAL Dedmer
2015,146,VAN DE WAAL Dedmer
2016,243,VAN DE WAAL Dedmer
2017,313,VAN DE WAAL Dedmer
2018,422,VAN DE WAAL Dedmer
2019,476,VAN DE WAAL Dedmer
2020,626,VAN DE WAAL Dedmer
2021,771,VAN DE WAAL Dedmer
2022,858,VAN DE WAAL Dedmer
2023,505,VAN DE WAAL Dedmer
2008,3,GALLI Matilde
2009,27,GALLI Matilde
2010,27,GALLI Matilde
2011,40,GALLI Matilde
2012,36,GALLI Matilde
2013,48,GALLI Matilde
2014,46,GALLI Matilde
2015,47,GALLI Matilde
2016,45,GALLI Matilde
2017,73,GALLI Matilde
2018,60,GALLI Matilde
2019,57,GALLI Matilde
2020,52,GALLI Matilde
2021,39,GALLI Matilde
2022,39,GALLI Matilde
2023,34,GALLI Matilde
2009,12,SICLARI Francesca
2010,4,SICLARI Francesca
2011,14,SICLARI Francesca
2012,16,SICLARI Francesca
2013,35,SICLARI Francesca
2014,31,SICLARI Francesca
2015,33,SICLARI Francesca
2016,73,SICLARI Francesca
2017,105,SICLARI Francesca
2018,193,SICLARI Francesca
2019,298,SICLARI Francesca
2020,339,SICLARI Francesca
2021,407,SICLARI Francesca
2022,452,SICLARI Francesca
2023,280,SICLARI Francesca
2005,16,Kind jop
2006,17,Kind jop
2007,38,Kind jop
2008,70,Kind jop
2009,74,Kind jop
2010,133,Kind jop
2011,208,Kind jop
2012,240,Kind jop
2013,312,Kind jop
2014,364,Kind jop
2015,431,Kind jop
2016,437,Kind jop
2017,430,Kind jop
2018,400,Kind jop
2019,423,Kind jop
2020,526,Kind jop
2021,505,Kind jop
2022,431,Kind jop
2023,231,Kind jop
2011,6,Mattiroli Francesca
2012,37,Mattiroli Francesca
2013,114,Mattiroli Francesca
2014,130,Mattiroli Francesca
2015,145,Mattiroli Francesca
2016,176,Mattiroli Francesca
2017,200,Mattiroli Francesca
2018,220,Mattiroli Francesca
2019,202,Mattiroli Francesca
2020,209,Mattiroli Francesca
2021,237,Mattiroli Francesca
2022,216,Mattiroli Francesca
2023,145,Mattiroli Francesca
1997,114,Kalmijn Matthijs
1998,98,Kalmijn Matthijs
1999,120,Kalmijn Matthijs
2000,179,Kalmijn Matthijs
2001,182,Kalmijn Matthijs
2002,272,Kalmijn Matthijs
2003,263,Kalmijn Matthijs
2004,276,Kalmijn Matthijs
2005,380,Kalmijn Matthijs
2006,515,Kalmijn Matthijs
2007,602,Kalmijn Matthijs
2008,712,Kalmijn Matthijs
2009,847,Kalmijn Matthijs
2010,981,Kalmijn Matthijs
2011,924,Kalmijn Matthijs
2012,1088,Kalmijn Matthijs
2013,1262,Kalmijn Matthijs
2014,1272,Kalmijn Matthijs
2015,1461,Kalmijn Matthijs
2016,1495,Kalmijn Matthijs
2017,1453,Kalmijn Matthijs
2018,1506,Kalmijn Matthijs
2019,1415,Kalmijn Matthijs
2020,1514,Kalmijn Matthijs
2021,1571,Kalmijn Matthijs
2022,1584,Kalmijn Matthijs
2023,964,Kalmijn Matthijs
2005,16,KIND Jop
2006,17,KIND Jop
2007,38,KIND Jop
2008,70,KIND Jop
2009,74,KIND Jop
2010,133,KIND Jop
2011,208,KIND Jop
2012,240,KIND Jop
2013,312,KIND Jop
2014,364,KIND Jop
2015,431,KIND Jop
2016,437,KIND Jop
2017,430,KIND Jop
2018,400,KIND Jop
2019,423,KIND Jop
2020,526,KIND Jop
2021,505,KIND Jop
2022,431,KIND Jop
2023,231,KIND Jop
2003,171,Van Oudenaarden Alexander
2004,247,Van Oudenaarden Alexander
2005,361,Van Oudenaarden Alexander
2006,537,Van Oudenaarden Alexander
2007,659,Van Oudenaarden Alexander
2008,882,Van Oudenaarden Alexander
2009,1056,Van Oudenaarden Alexander
2010,1465,Van Oudenaarden Alexander
2011,1853,Van Oudenaarden Alexander
2012,2304,Van Oudenaarden Alexander
2013,2884,Van Oudenaarden Alexander
2014,3251,Van Oudenaarden Alexander
2015,3561,Van Oudenaarden Alexander
2016,4089,Van Oudenaarden Alexander
2017,4321,Van Oudenaarden Alexander
2018,4936,Van Oudenaarden Alexander
2019,5172,Van Oudenaarden Alexander
2020,5810,Van Oudenaarden Alexander
2021,6393,Van Oudenaarden Alexander
2022,5821,Van Oudenaarden Alexander
2023,3135,Van Oudenaarden Alexander
2006,51,GAZZOLA Valeria
2007,137,GAZZOLA Valeria
2008,230,GAZZOLA Valeria
2009,373,GAZZOLA Valeria
2010,406,GAZZOLA Valeria
2011,602,GAZZOLA Valeria
2012,667,GAZZOLA Valeria
2013,783,GAZZOLA Valeria
2014,734,GAZZOLA Valeria
2015,945,GAZZOLA Valeria
2016,827,GAZZOLA Valeria
2017,906,GAZZOLA Valeria
2018,1072,GAZZOLA Valeria
2019,879,GAZZOLA Valeria
2020,1065,GAZZOLA Valeria
2021,1235,GAZZOLA Valeria
2022,1253,GAZZOLA Valeria
2023,622,GAZZOLA Valeria
2008,27,Van leeuwen Bas
2009,22,Van leeuwen Bas
2010,47,Van leeuwen Bas
2011,93,Van leeuwen Bas
2012,145,Van leeuwen Bas
2013,162,Van leeuwen Bas
2014,208,Van leeuwen Bas
2015,268,Van leeuwen Bas
2016,293,Van leeuwen Bas
2017,269,Van leeuwen Bas
2018,327,Van leeuwen Bas
2019,335,Van leeuwen Bas
2020,356,Van leeuwen Bas
2021,376,Van leeuwen Bas
2022,362,Van leeuwen Bas
2023,150,Van leeuwen Bas
2000,102,VAN SOMEREN Eus JW
2001,142,VAN SOMEREN Eus JW
2002,191,VAN SOMEREN Eus JW
2003,303,VAN SOMEREN Eus JW
2004,299,VAN SOMEREN Eus JW
2005,442,VAN SOMEREN Eus JW
2006,445,VAN SOMEREN Eus JW
2007,516,VAN SOMEREN Eus JW
2008,611,VAN SOMEREN Eus JW
2009,634,VAN SOMEREN Eus JW
2010,861,VAN SOMEREN Eus JW
2011,949,VAN SOMEREN Eus JW
2012,984,VAN SOMEREN Eus JW
2013,1260,VAN SOMEREN Eus JW
2014,1227,VAN SOMEREN Eus JW
2015,1361,VAN SOMEREN Eus JW
2016,1495,VAN SOMEREN Eus JW
2017,1565,VAN SOMEREN Eus JW
2018,1661,VAN SOMEREN Eus JW
2019,2068,VAN SOMEREN Eus JW
2020,2281,VAN SOMEREN Eus JW
2021,2728,VAN SOMEREN Eus JW
2022,2933,VAN SOMEREN Eus JW
2023,1832,VAN SOMEREN Eus JW
2003,171,VAN OUDENAARDEN Alexander
2004,247,VAN OUDENAARDEN Alexander
2005,361,VAN OUDENAARDEN Alexander
2006,537,VAN OUDENAARDEN Alexander
2007,659,VAN OUDENAARDEN Alexander
2008,882,VAN OUDENAARDEN Alexander
2009,1056,VAN OUDENAARDEN Alexander
2010,1465,VAN OUDENAARDEN Alexander
2011,1853,VAN OUDENAARDEN Alexander
2012,2304,VAN OUDENAARDEN Alexander
2013,2884,VAN OUDENAARDEN Alexander
2014,3251,VAN OUDENAARDEN Alexander
2015,3561,VAN OUDENAARDEN Alexander
2016,4089,VAN OUDENAARDEN Alexander
2017,4321,VAN OUDENAARDEN Alexander
2018,4936,VAN OUDENAARDEN Alexander
2019,5172,VAN OUDENAARDEN Alexander
2020,5810,VAN OUDENAARDEN Alexander
2021,6393,VAN OUDENAARDEN Alexander
2022,5821,VAN OUDENAARDEN Alexander
2023,3135,VAN OUDENAARDEN Alexander
2006,53,Van Rooij Eva
2007,203,Van Rooij Eva
2008,427,Van Rooij Eva
2009,529,Van Rooij Eva
2010,719,Van Rooij Eva
2011,1000,Van Rooij Eva
2012,1185,Van Rooij Eva
2013,1714,Van Rooij Eva
2014,1907,Van Rooij Eva
2015,2051,Van Rooij Eva
2016,1886,Van Rooij Eva
2017,1693,Van Rooij Eva
2018,1449,Van Rooij Eva
2019,1402,Van Rooij Eva
2020,1381,Van Rooij Eva
2021,1282,Van Rooij Eva
2022,1130,Van Rooij Eva
2023,595,Van Rooij Eva
2002,11,DE VALK Helga
2003,22,DE VALK Helga
2004,17,DE VALK Helga
2005,25,DE VALK Helga
2006,47,DE VALK Helga
2007,42,DE VALK Helga
2008,53,DE VALK Helga
2009,65,DE VALK Helga
2010,69,DE VALK Helga
2011,96,DE VALK Helga
2012,135,DE VALK Helga
2013,121,DE VALK Helga
2014,189,DE VALK Helga
2015,248,DE VALK Helga
2016,267,DE VALK Helga
2017,302,DE VALK Helga
2018,371,DE VALK Helga
2019,383,DE VALK Helga
2020,386,DE VALK Helga
2021,487,DE VALK Helga
2022,553,DE VALK Helga
2023,317,DE VALK Helga
1997,95,ROELFSEMA Pieter
1998,118,ROELFSEMA Pieter
1999,296,ROELFSEMA Pieter
2000,244,ROELFSEMA Pieter
2001,493,ROELFSEMA Pieter
2002,289,ROELFSEMA Pieter
2003,550,ROELFSEMA Pieter
2004,351,ROELFSEMA Pieter
2005,375,ROELFSEMA Pieter
2006,453,ROELFSEMA Pieter
2007,474,ROELFSEMA Pieter
2008,475,ROELFSEMA Pieter
2009,514,ROELFSEMA Pieter
2010,614,ROELFSEMA Pieter
2011,697,ROELFSEMA Pieter
2012,757,ROELFSEMA Pieter
2013,831,ROELFSEMA Pieter
2014,1007,ROELFSEMA Pieter
2015,942,ROELFSEMA Pieter
2016,1021,ROELFSEMA Pieter
2017,1113,ROELFSEMA Pieter
2018,1188,ROELFSEMA Pieter
2019,1262,ROELFSEMA Pieter
2020,1580,ROELFSEMA Pieter
2021,2001,ROELFSEMA Pieter
2022,2052,ROELFSEMA Pieter
2023,1180,ROELFSEMA Pieter
2000,102,VAN SOMEREN Eus JW
2001,142,VAN SOMEREN Eus JW
2002,191,VAN SOMEREN Eus JW
2003,303,VAN SOMEREN Eus JW
2004,299,VAN SOMEREN Eus JW
2005,442,VAN SOMEREN Eus JW
2006,445,VAN SOMEREN Eus JW
2007,516,VAN SOMEREN Eus JW
2008,611,VAN SOMEREN Eus JW
2009,634,VAN SOMEREN Eus JW
2010,861,VAN SOMEREN Eus JW
2011,949,VAN SOMEREN Eus JW
2012,984,VAN SOMEREN Eus JW
2013,1260,VAN SOMEREN Eus JW
2014,1227,VAN SOMEREN Eus JW
2015,1361,VAN SOMEREN Eus JW
2016,1495,VAN SOMEREN Eus JW
2017,1565,VAN SOMEREN Eus JW
2018,1661,VAN SOMEREN Eus JW
2019,2068,VAN SOMEREN Eus JW
2020,2281,VAN SOMEREN Eus JW
2021,2728,VAN SOMEREN Eus JW
2022,2933,VAN SOMEREN Eus JW
2023,1832,VAN SOMEREN Eus JW
2008,23,Tanenbaum Marvin
2009,28,Tanenbaum Marvin
2010,65,Tanenbaum Marvin
2011,98,Tanenbaum Marvin
2012,141,Tanenbaum Marvin
2013,175,Tanenbaum Marvin
2014,245,Tanenbaum Marvin
2015,297,Tanenbaum Marvin
2016,401,Tanenbaum Marvin
2017,467,Tanenbaum Marvin
2018,550,Tanenbaum Marvin
2019,628,Tanenbaum Marvin
2020,740,Tanenbaum Marvin
2021,749,Tanenbaum Marvin
2022,734,Tanenbaum Marvin
2023,427,Tanenbaum Marvin
2003,171,VAN OUDENAARDEN Alexander
2004,247,VAN OUDENAARDEN Alexander
2005,361,VAN OUDENAARDEN Alexander
2006,537,VAN OUDENAARDEN Alexander
2007,659,VAN OUDENAARDEN Alexander
2008,882,VAN OUDENAARDEN Alexander
2009,1056,VAN OUDENAARDEN Alexander
2010,1465,VAN OUDENAARDEN Alexander
2011,1853,VAN OUDENAARDEN Alexander
2012,2304,VAN OUDENAARDEN Alexander
2013,2884,VAN OUDENAARDEN Alexander
2014,3251,VAN OUDENAARDEN Alexander
2015,3561,VAN OUDENAARDEN Alexander
2016,4089,VAN OUDENAARDEN Alexander
2017,4321,VAN OUDENAARDEN Alexander
2018,4936,VAN OUDENAARDEN Alexander
2019,5172,VAN OUDENAARDEN Alexander
2020,5810,VAN OUDENAARDEN Alexander
2021,6393,VAN OUDENAARDEN Alexander
2022,5821,VAN OUDENAARDEN Alexander
2023,3135,VAN OUDENAARDEN Alexander
2010,4,Sonnen Katharina
2011,9,Sonnen Katharina
2012,31,Sonnen Katharina
2013,45,Sonnen Katharina
2014,107,Sonnen Katharina
2015,94,Sonnen Katharina
2016,103,Sonnen Katharina
2017,85,Sonnen Katharina
2018,105,Sonnen Katharina
2019,133,Sonnen Katharina
2020,204,Sonnen Katharina
2021,228,Sonnen Katharina
2022,248,Sonnen Katharina
2023,149,Sonnen Katharina
2003,172,Keysers Christian
2004,197,Keysers Christian
2005,405,Keysers Christian
2006,640,Keysers Christian
2007,884,Keysers Christian
2008,1102,Keysers Christian
2009,1424,Keysers Christian
2010,1400,Keysers Christian
2011,1853,Keysers Christian
2012,1989,Keysers Christian
2013,2230,Keysers Christian
2014,2170,Keysers Christian
2015,2409,Keysers Christian
2016,2288,Keysers Christian
2017,2296,Keysers Christian
2018,2383,Keysers Christian
2019,2141,Keysers Christian
2020,2286,Keysers Christian
2021,2586,Keysers Christian
2022,2541,Keysers Christian
2023,1293,Keysers Christian
2008,23,TANENBAUM Marvin
2009,28,TANENBAUM Marvin
2010,65,TANENBAUM Marvin
2011,98,TANENBAUM Marvin
2012,141,TANENBAUM Marvin
2013,175,TANENBAUM Marvin
2014,245,TANENBAUM Marvin
2015,297,TANENBAUM Marvin
2016,401,TANENBAUM Marvin
2017,467,TANENBAUM Marvin
2018,550,TANENBAUM Marvin
2019,628,TANENBAUM Marvin
2020,740,TANENBAUM Marvin
2021,749,TANENBAUM Marvin
2022,734,TANENBAUM Marvin
2023,427,TANENBAUM Marvin
1990,64,WITTE Stefan
1991,37,WITTE Stefan
1992,85,WITTE Stefan
1993,42,WITTE Stefan
1994,121,WITTE Stefan
1995,129,WITTE Stefan
1996,117,WITTE Stefan
1997,143,WITTE Stefan
1998,164,WITTE Stefan
1999,143,WITTE Stefan
2000,177,WITTE Stefan
2001,177,WITTE Stefan
2002,293,WITTE Stefan
2003,314,WITTE Stefan
2004,271,WITTE Stefan
2005,395,WITTE Stefan
2006,496,WITTE Stefan
2007,436,WITTE Stefan
2008,543,WITTE Stefan
2009,635,WITTE Stefan
2010,705,WITTE Stefan
2011,724,WITTE Stefan
2012,742,WITTE Stefan
2013,754,WITTE Stefan
2014,820,WITTE Stefan
2015,733,WITTE Stefan
2016,790,WITTE Stefan
2017,893,WITTE Stefan
2018,750,WITTE Stefan
2019,820,WITTE Stefan
2020,811,WITTE Stefan
2021,787,WITTE Stefan
2022,798,WITTE Stefan
2023,328,WITTE Stefan
1987,50,KRAUS Peter
1988,40,KRAUS Peter
1989,55,KRAUS Peter
1990,55,KRAUS Peter
1991,54,KRAUS Peter
1992,54,KRAUS Peter
1993,67,KRAUS Peter
1994,88,KRAUS Peter
1995,126,KRAUS Peter
1996,106,KRAUS Peter
1997,139,KRAUS Peter
1998,148,KRAUS Peter
1999,148,KRAUS Peter
2000,254,KRAUS Peter
2001,225,KRAUS Peter
2002,281,KRAUS Peter
2003,334,KRAUS Peter
2004,287,KRAUS Peter
2005,288,KRAUS Peter
2006,306,KRAUS Peter
2007,385,KRAUS Peter
2008,411,KRAUS Peter
2009,462,KRAUS Peter
2010,448,KRAUS Peter
2011,596,KRAUS Peter
2012,617,KRAUS Peter
2013,628,KRAUS Peter
2014,768,KRAUS Peter
2015,999,KRAUS Peter
2016,1012,KRAUS Peter
2017,1106,KRAUS Peter
2018,1103,KRAUS Peter
2019,1229,KRAUS Peter
2020,1096,KRAUS Peter
2021,1360,KRAUS Peter
2022,1250,KRAUS Peter
2023,658,KRAUS Peter
2013,29,DUCAS Léo
2014,91,DUCAS Léo
2015,163,DUCAS Léo
2016,352,DUCAS Léo
2017,647,DUCAS Léo
2018,870,DUCAS Léo
2019,935,DUCAS Léo
2020,1145,DUCAS Léo
2021,1125,DUCAS Léo
2022,1451,DUCAS Léo
2023,878,DUCAS Léo
2011,90,Spang Anja
2012,167,Spang Anja
2013,227,Spang Anja
2014,262,Spang Anja
2015,368,Spang Anja
2016,413,Spang Anja
2017,538,Spang Anja
2018,719,Spang Anja
2019,804,Spang Anja
2020,972,Spang Anja
2021,1118,Spang Anja
2022,1009,Spang Anja
2023,558,Spang Anja
2020,5,Schouten Stefan
2021,5,Schouten Stefan
2022,16,Schouten Stefan
2023,19,Schouten Stefan
2009,6,VERSOLATO Oscar
2010,21,VERSOLATO Oscar
2011,34,VERSOLATO Oscar
2012,36,VERSOLATO Oscar
2013,50,VERSOLATO Oscar
2014,96,VERSOLATO Oscar
2015,109,VERSOLATO Oscar
2016,103,VERSOLATO Oscar
2017,143,VERSOLATO Oscar
2018,166,VERSOLATO Oscar
2019,203,VERSOLATO Oscar
2020,185,VERSOLATO Oscar
2021,258,VERSOLATO Oscar
2022,350,VERSOLATO Oscar
2023,168,VERSOLATO Oscar
2013,12,OVERVELDE Johannes T. B.
2014,32,OVERVELDE Johannes T. B.
2015,80,OVERVELDE Johannes T. B.
2016,208,OVERVELDE Johannes T. B.
2017,365,OVERVELDE Johannes T. B.
2018,543,OVERVELDE Johannes T. B.
2019,573,OVERVELDE Johannes T. B.
2020,597,OVERVELDE Johannes T. B.
2021,593,OVERVELDE Johannes T. B.
2022,667,OVERVELDE Johannes T. B.
2023,436,OVERVELDE Johannes T. B.
2008,123,GARNETT Erik
2009,301,GARNETT Erik
2010,559,GARNETT Erik
2011,823,GARNETT Erik
2012,1041,GARNETT Erik
2013,1166,GARNETT Erik
2014,1245,GARNETT Erik
2015,1324,GARNETT Erik
2016,1364,GARNETT Erik
2017,1485,GARNETT Erik
2018,1691,GARNETT Erik
2019,1681,GARNETT Erik
2020,1633,GARNETT Erik
2021,1644,GARNETT Erik
2022,1415,GARNETT Erik
2023,845,GARNETT Erik
2013,7,SERRA GARCIA Marc
2014,14,SERRA GARCIA Marc
2015,35,SERRA GARCIA Marc
2016,36,SERRA GARCIA Marc
2017,52,SERRA GARCIA Marc
2018,120,SERRA GARCIA Marc
2019,257,SERRA GARCIA Marc
2020,297,SERRA GARCIA Marc
2021,374,SERRA GARCIA Marc
2022,346,SERRA GARCIA Marc
2023,247,SERRA GARCIA Marc
2001,108,HARE Brian
2002,263,HARE Brian
2003,251,HARE Brian
2004,317,HARE Brian
2005,680,HARE Brian
2006,421,HARE Brian
2007,735,HARE Brian
2008,849,HARE Brian
2009,961,HARE Brian
2010,1038,HARE Brian
2011,1129,HARE Brian
2012,1383,HARE Brian
2013,1251,HARE Brian
2014,1422,HARE Brian
2015,1583,HARE Brian
2016,1727,HARE Brian
2017,1867,HARE Brian
2018,1534,HARE Brian
2019,1727,HARE Brian
2020,1866,HARE Brian
2021,2114,HARE Brian
2022,2279,HARE Brian
2023,989,HARE Brian
2003,48,Gomez rivas Jaime
2004,80,Gomez rivas Jaime
2005,155,Gomez rivas Jaime
2006,147,Gomez rivas Jaime
2007,197,Gomez rivas Jaime
2008,228,Gomez rivas Jaime
2009,327,Gomez rivas Jaime
2010,400,Gomez rivas Jaime
2011,539,Gomez rivas Jaime
2012,621,Gomez rivas Jaime
2013,697,Gomez rivas Jaime
2014,813,Gomez rivas Jaime
2015,820,Gomez rivas Jaime
2016,939,Gomez rivas Jaime
2017,901,Gomez rivas Jaime
2018,972,Gomez rivas Jaime
2019,1153,Gomez rivas Jaime
2020,991,Gomez rivas Jaime
2021,932,Gomez rivas Jaime
2022,1073,Gomez rivas Jaime
2023,570,Gomez rivas Jaime
2012,12,MIGUEL Yamila
2013,16,MIGUEL Yamila
2014,30,MIGUEL Yamila
2015,33,MIGUEL Yamila
2016,73,MIGUEL Yamila
2017,195,MIGUEL Yamila
2018,366,MIGUEL Yamila
2019,515,MIGUEL Yamila
2020,654,MIGUEL Yamila
2021,659,MIGUEL Yamila
2022,766,MIGUEL Yamila
2023,742,MIGUEL Yamila
1992,333,Sinninghe Damste Jaap
1993,375,Sinninghe Damste Jaap
1994,316,Sinninghe Damste Jaap
1995,632,Sinninghe Damste Jaap
1996,358,Sinninghe Damste Jaap
1997,603,Sinninghe Damste Jaap
1998,764,Sinninghe Damste Jaap
1999,391,Sinninghe Damste Jaap
2000,639,Sinninghe Damste Jaap
2001,753,Sinninghe Damste Jaap
2002,630,Sinninghe Damste Jaap
2003,955,Sinninghe Damste Jaap
2004,1247,Sinninghe Damste Jaap
2005,1339,Sinninghe Damste Jaap
2006,1821,Sinninghe Damste Jaap
2007,2399,Sinninghe Damste Jaap
2008,2497,Sinninghe Damste Jaap
2009,2905,Sinninghe Damste Jaap
2010,3008,Sinninghe Damste Jaap
2011,4103,Sinninghe Damste Jaap
2012,4274,Sinninghe Damste Jaap
2013,5138,Sinninghe Damste Jaap
2014,5776,Sinninghe Damste Jaap
2015,5698,Sinninghe Damste Jaap
2016,5737,Sinninghe Damste Jaap
2017,5392,Sinninghe Damste Jaap
2018,5592,Sinninghe Damste Jaap
2019,6464,Sinninghe Damste Jaap
2020,6592,Sinninghe Damste Jaap
2021,6193,Sinninghe Damste Jaap
2022,6405,Sinninghe Damste Jaap
2023,3412,Sinninghe Damste Jaap
1995,260,Polman Albert
1996,419,Polman Albert
1997,417,Polman Albert
1998,479,Polman Albert
1999,474,Polman Albert
2000,499,Polman Albert
2001,571,Polman Albert
2002,575,Polman Albert
2003,763,Polman Albert
2004,845,Polman Albert
2005,1076,Polman Albert
2006,1259,Polman Albert
2007,1242,Polman Albert
2008,1252,Polman Albert
2009,1581,Polman Albert
2010,1948,Polman Albert
2011,2757,Polman Albert
2012,3335,Polman Albert
2013,3935,Polman Albert
2014,4027,Polman Albert
2015,4166,Polman Albert
2016,4130,Polman Albert
2017,3799,Polman Albert
2018,3624,Polman Albert
2019,3360,Polman Albert
2020,3053,Polman Albert
2021,2967,Polman Albert
2022,2563,Polman Albert
2023,1480,Polman Albert
1994,72,BAKKER Huib
1995,108,BAKKER Huib
1996,146,BAKKER Huib
1997,160,BAKKER Huib
1998,207,BAKKER Huib
1999,181,BAKKER Huib
2000,233,BAKKER Huib
2001,282,BAKKER Huib
2002,417,BAKKER Huib
2003,444,BAKKER Huib
2004,552,BAKKER Huib
2005,411,BAKKER Huib
2006,500,BAKKER Huib
2007,472,BAKKER Huib
2008,657,BAKKER Huib
2009,766,BAKKER Huib
2010,835,BAKKER Huib
2011,978,BAKKER Huib
2012,924,BAKKER Huib
2013,1147,BAKKER Huib
2014,1121,BAKKER Huib
2015,1234,BAKKER Huib
2016,1345,BAKKER Huib
2017,1385,BAKKER Huib
2018,1391,BAKKER Huib
2019,1413,BAKKER Huib
2020,1376,BAKKER Huib
2021,1387,BAKKER Huib
2022,1289,BAKKER Huib
2023,690,BAKKER Huib
1995,260,POLMAN Albert
1996,419,POLMAN Albert
1997,417,POLMAN Albert
1998,479,POLMAN Albert
1999,474,POLMAN Albert
2000,499,POLMAN Albert
2001,571,POLMAN Albert
2002,575,POLMAN Albert
2003,763,POLMAN Albert
2004,845,POLMAN Albert
2005,1076,POLMAN Albert
2006,1259,POLMAN Albert
2007,1242,POLMAN Albert
2008,1252,POLMAN Albert
2009,1581,POLMAN Albert
2010,1948,POLMAN Albert
2011,2757,POLMAN Albert
2012,3335,POLMAN Albert
2013,3935,POLMAN Albert
2014,4027,POLMAN Albert
2015,4166,POLMAN Albert
2016,4130,POLMAN Albert
2017,3799,POLMAN Albert
2018,3624,POLMAN Albert
2019,3360,POLMAN Albert
2020,3053,POLMAN Albert
2021,2967,POLMAN Albert
2022,2563,POLMAN Albert
2023,1480,POLMAN Albert
2010,4,DADUSH Daniel
2011,17,DADUSH Daniel
2012,19,DADUSH Daniel
2013,53,DADUSH Daniel
2014,46,DADUSH Daniel
2015,65,DADUSH Daniel
2016,70,DADUSH Daniel
2017,93,DADUSH Daniel
2018,128,DADUSH Daniel
2019,114,DADUSH Daniel
2020,144,DADUSH Daniel
2021,169,DADUSH Daniel
2022,249,DADUSH Daniel
2023,165,DADUSH Daniel
1998,33,De Wolf Ronald
1999,62,De Wolf Ronald
2000,70,De Wolf Ronald
2001,108,De Wolf Ronald
2002,121,De Wolf Ronald
2003,211,De Wolf Ronald
2004,220,De Wolf Ronald
2005,209,De Wolf Ronald
2006,292,De Wolf Ronald
2007,337,De Wolf Ronald
2008,343,De Wolf Ronald
2009,328,De Wolf Ronald
2010,308,De Wolf Ronald
2011,347,De Wolf Ronald
2012,387,De Wolf Ronald
2013,373,De Wolf Ronald
2014,430,De Wolf Ronald
2015,416,De Wolf Ronald
2016,438,De Wolf Ronald
2017,371,De Wolf Ronald
2018,446,De Wolf Ronald
2019,578,De Wolf Ronald
2020,613,De Wolf Ronald
2021,788,De Wolf Ronald
2022,799,De Wolf Ronald
2023,545,De Wolf Ronald
1995,260,POLMAN Albert
1996,419,POLMAN Albert
1997,417,POLMAN Albert
1998,479,POLMAN Albert
1999,474,POLMAN Albert
2000,499,POLMAN Albert
2001,571,POLMAN Albert
2002,575,POLMAN Albert
2003,763,POLMAN Albert
2004,845,POLMAN Albert
2005,1076,POLMAN Albert
2006,1259,POLMAN Albert
2007,1242,POLMAN Albert
2008,1252,POLMAN Albert
2009,1581,POLMAN Albert
2010,1948,POLMAN Albert
2011,2757,POLMAN Albert
2012,3335,POLMAN Albert
2013,3935,POLMAN Albert
2014,4027,POLMAN Albert
2015,4166,POLMAN Albert
2016,4130,POLMAN Albert
2017,3799,POLMAN Albert
2018,3624,POLMAN Albert
2019,3360,POLMAN Albert
2020,3053,POLMAN Albert
2021,2967,POLMAN Albert
2022,2563,POLMAN Albert
2023,1480,POLMAN Albert
2012,32,RAHIMZADEH KALALEH RODRIGUEZ SAID
2013,75,RAHIMZADEH KALALEH RODRIGUEZ SAID
2014,198,RAHIMZADEH KALALEH RODRIGUEZ SAID
2015,164,RAHIMZADEH KALALEH RODRIGUEZ SAID
2016,264,RAHIMZADEH KALALEH RODRIGUEZ SAID
2017,261,RAHIMZADEH KALALEH RODRIGUEZ SAID
2018,373,RAHIMZADEH KALALEH RODRIGUEZ SAID
2019,408,RAHIMZADEH KALALEH RODRIGUEZ SAID
2020,311,RAHIMZADEH KALALEH RODRIGUEZ SAID
2021,313,RAHIMZADEH KALALEH RODRIGUEZ SAID
2022,366,RAHIMZADEH KALALEH RODRIGUEZ SAID
2023,202,RAHIMZADEH KALALEH RODRIGUEZ SAID
2004,27,Meysman Filip
2005,43,Meysman Filip
2006,60,Meysman Filip
2007,119,Meysman Filip
2008,183,Meysman Filip
2009,174,Meysman Filip
2010,227,Meysman Filip
2011,244,Meysman Filip
2012,241,Meysman Filip
2013,254,Meysman Filip
2014,350,Meysman Filip
2015,478,Meysman Filip
2016,647,Meysman Filip
2017,701,Meysman Filip
2018,855,Meysman Filip
2019,923,Meysman Filip
2020,1064,Meysman Filip
2021,1226,Meysman Filip
2022,1303,Meysman Filip
2023,776,Meysman Filip
2012,30,EHRLER Bruno
2013,90,EHRLER Bruno
2014,142,EHRLER Bruno
2015,248,EHRLER Bruno
2016,335,EHRLER Bruno
2017,670,EHRLER Bruno
2018,777,EHRLER Bruno
2019,783,EHRLER Bruno
2020,959,EHRLER Bruno
2021,1227,EHRLER Bruno
2022,1275,EHRLER Bruno
2023,794,EHRLER Bruno
2012,13,VEDANTHAM Harish
2013,69,VEDANTHAM Harish
2014,107,VEDANTHAM Harish
2015,178,VEDANTHAM Harish
2016,297,VEDANTHAM Harish
2017,287,VEDANTHAM Harish
2018,348,VEDANTHAM Harish
2019,512,VEDANTHAM Harish
2020,600,VEDANTHAM Harish
2021,581,VEDANTHAM Harish
2022,773,VEDANTHAM Harish
2023,552,VEDANTHAM Harish
1996,24,Barychev Andrei
1997,23,Barychev Andrei
1998,20,Barychev Andrei
1999,61,Barychev Andrei
2000,48,Barychev Andrei
2001,61,Barychev Andrei
2002,63,Barychev Andrei
